0.5,0.49,0.36,0.44,0.43,96.18
-0.43,-0.41,0.74,0.06,0.28,3.66
0.19,-0.02,0.23,-0.2,-0.18,0.13
-0.35,0.46,0.15,0.06,-0.3,0.02
0.13,-0.36,0.03,0.74,-0.54,0
